"<HEADER software/>"
EwEVersion,"6.7.0.19540 (compiled 04/04/1933)"
Date,"06/12/2026 10:50:48"
"<HEADER ecopath/>"
ModelName,"Anchovy Bay"
ModelSource,AnchovyBay.eiixml
"<HEADER ecosim/>"
EcosimScenario,"New Ecosim scenario"
TimeSeries,-
StartYear,2000
"<HEADER ecospace/>"
EcospaceScenario,BayOfAnchovies
MapRows,20
MapCols,20
MapCellLength,20
MapCellSize,0.17996463
MapTopLeftLat,0
MapTopLeftLon,0
NoActiveCells,313
EcoSpaceTimeStepLength,0.08333300219773374
CoordinateSystemWKT,"GEOGCS[WGS 84, DATUM[WGS_1984, SPHEROID[WGS 84,6378137,298.257223563, AUTHORITY[EPSG,7030]], AUTHORITY[EPSG,6326]], PRIMEM[Greenwich,0, AUTHORITY[EPSG,8901]], UNIT[degree,0.01745329251994328, AUTHORITY[EPSG,9122]], AUTHORITY[EPSG,4326]]"
ExternalDataConfigFile,AnchovyBay_extdata.xml
"<HEADER end/>"
Variable,EcospaceMapBiomass
Contaminant Concentrations,Zooplankton

Step,61
Year,5.083313
-9999,11.574902534484863,12.1608304977417,13.463887214660645,14.493204116821289,15.353715896606445,16.081289291381836,16.617443084716797,16.944162368774414,17.12051010131836,17.197721481323242,17.21370506286621,17.174039840698242,17.146053314208984,17.11587905883789,17.009031295776367,16.868146896362305,16.66771697998047,16.552453994750977,-9999
-9999,11.912973403930664,12.617554664611816,13.999917030334473,15.045069694519043,15.84542465209961,16.462862014770508,16.897050857543945,17.160545349121094,17.297292709350586,17.36117172241211,17.368864059448242,17.33208656311035,17.31473731994629,17.297042846679688,17.26873779296875,17.178213119506836,17.06441307067871,17.025508880615234,-9999
-9999,12.775613784790039,13.49032974243164,14.786215782165527,15.724468231201172,16.364002227783203,16.80998992919922,17.113719940185547,17.306169509887695,17.405317306518555,17.45167350769043,17.46548843383789,17.45464324951172,17.459901809692383,17.46845817565918,17.465051651000977,17.405553817749023,17.29878807067871,17.31631851196289,-9999
-9999,13.738595962524414,14.392585754394531,15.532781600952148,16.326560974121094,16.8013916015625,17.093080520629883,17.283832550048828,17.39539909362793,17.45587158203125,17.48284912109375,17.50623893737793,17.5295467376709,17.557252883911133,17.57987403869629,17.59060287475586,17.573890686035156,17.463424682617188,-9999,-9999
-9999,14.437832832336426,15.044204711914062,16.040241241455078,16.712444305419922,17.08975601196289,17.286439895629883,17.39427375793457,17.445537567138672,17.467262268066406,17.46754264831543,17.491092681884766,17.531917572021484,17.583980560302734,17.61854362487793,17.652603149414062,17.679475784301758,17.73639678955078,-9999,-9999
-9999,14.890148162841797,15.521806716918945,16.35190773010254,16.930423736572266,17.26458740234375,17.40622329711914,17.471052169799805,17.486812591552734,17.481372833251953,17.483070373535156,17.50459098815918,17.54314422607422,17.590835571289062,17.631460189819336,17.668323516845703,17.697708129882812,17.717086791992188,17.65869140625,17.666271209716797
-9999,-9999,16.043493270874023,16.58489227294922,17.064382553100586,17.354806900024414,17.482135772705078,17.528522491455078,17.52432632446289,17.519485473632812,17.516401290893555,17.530967712402344,17.55816078186035,17.601648330688477,17.63592529296875,17.65988540649414,17.68523597717285,17.697782516479492,17.68811798095703,17.66053009033203
-9999,-9999,16.455007553100586,16.789899826049805,17.166465759277344,17.424856185913086,17.54773712158203,17.591934204101562,17.58530044555664,17.57181167602539,17.554927825927734,17.56360626220703,17.586862564086914,17.62155532836914,17.642547607421875,17.65443992614746,17.66910171508789,17.672624588012695,17.64363670349121,17.626611709594727
-9999,-9999,-9999,16.932575225830078,17.22163200378418,17.4511775970459,17.574003219604492,17.6173095703125,17.604576110839844,17.58614730834961,17.569961547851562,17.567699432373047,17.58962631225586,17.62152099609375,17.643495559692383,17.64491081237793,17.662403106689453,17.640552520751953,17.618968963623047,17.608566284179688

Step,109
Year,9.083297
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,13.375804901123047,13.377995491027832,-9999,-9999,13.136475563049316,13.203765869140625,-9999,-9999,-9999
