"<HEADER software/>"
EwEVersion,"6.7.0.19540 (compiled 04/04/1933)"
Date,"06/12/2026 10:50:48"
"<HEADER ecopath/>"
ModelName,"Anchovy Bay"
ModelSource,AnchovyBay.eiixml
"<HEADER ecosim/>"
EcosimScenario,"New Ecosim scenario"
TimeSeries,-
StartYear,2000
"<HEADER ecospace/>"
EcospaceScenario,BayOfAnchovies
MapRows,20
MapCols,20
MapCellLength,20
MapCellSize,0.17996463
MapTopLeftLat,0
MapTopLeftLon,0
NoActiveCells,313
EcoSpaceTimeStepLength,0.08333300219773374
CoordinateSystemWKT,"GEOGCS[WGS 84, DATUM[WGS_1984, SPHEROID[WGS 84,6378137,298.257223563, AUTHORITY[EPSG,7030]], AUTHORITY[EPSG,6326]], PRIMEM[Greenwich,0, AUTHORITY[EPSG,8901]], UNIT[degree,0.01745329251994328, AUTHORITY[EPSG,9122]], AUTHORITY[EPSG,4326]]"
ExternalDataConfigFile,AnchovyBay_extdata.xml
"<HEADER end/>"
Variable,EcospaceMapEffort
Fleet name,Trawlers

Step,61
Year,5.083313
-9999,-9999,0.19211237132549286,0.2282097488641739,0.30343157052993774,0.4049453139305115,0.5376881957054138,0.708773672580719,0.9180074334144592,1.1583967208862305,1.3647336959838867,1.4996446371078491,1.513169527053833,1.4045732021331787,1.2117185592651367,0.9823562502861023,0.7853677868843079,0.6448859572410583,0.5880503058433533,-9999
-9999,0.1859782189130783,0.2227494716644287,0.28486454486846924,0.40036824345588684,0.5568830370903015,0.7422374486923218,0.9633968472480774,1.1900824308395386,1.3942259550094604,1.542209267616272,1.6392179727554321,1.6736971139907837,1.6179842948913574,1.491503119468689,0,1.0713838338851929,0.8993412256240845,0.8248366117477417,-9999
-9999,0.2241358757019043,0.2715250253677368,0.382357656955719,0.5564050078392029,0.7800250053405762,1.0344282388687134,1.2974069118499756,1.5169230699539185,1.6634560823440552,1.7418056726455688,1.797741413116455,1.8275479078292847,1.8187663555145264,1.7487014532089233,0,1.3989784717559814,1.2163481712341309,1.1344242095947266,-9999
-9999,0.30442366003990173,0.3694220185279846,0.520124614238739,0.7394475936889648,1.0148202180862427,1.3250492811203003,1.6147089004516602,1.8058174848556519,1.9008896350860596,1.9447602033615112,1.9795644283294678,2.016636610031128,2.0267398357391357,1.9914789199829102,1.9029161930084229,1.7433925867080688,1.5773696899414062,1.49732506275177,-9999
-9999,0.4436829686164856,0.5248748660087585,0.7146422863006592,0.9656135439872742,1.2571686506271362,1.5723661184310913,1.8335644006729126,1.9708340167999268,2.020132064819336,2.0422863960266113,2.08191180229187,0,0,2.1637861728668213,0,2.0279877185821533,1.9091888666152954,1.8448015451431274,-9999
-9999,0.6607572436332703,0.7683679461479187,1.0000579357147217,1.2537245750427246,1.5217756032943726,1.7791823148727417,1.9626744985580444,2.0210533142089844,2.009085178375244,1.997043251991272,2.016525983810425,0,0,0,2.104365587234497,2.1027867794036865,2.07763671875,2.037015438079834,-9999
-9999,0.9441727995872498,1.0741277933120728,1.33684504032135,1.5856775045394897,1.7925238609313965,1.946794867515564,2.015551805496216,1.992127537727356,1.932357668876648,1.8819565773010254,1.8552234172821045,0,0,0,1.8149701356887817,1.8844630718231201,2.0022993087768555,2.012007236480713,-9999
-9999,1.2096600532531738,1.3472057580947876,1.6228564977645874,1.844741702079773,1.9675719738006592,2.011413812637329,1.9867870807647705,1.9161893129348755,1.836277723312378,1.7683151960372925,1.691436767578125,1.61037278175354,1.527740478515625,0,0,1.4566125869750977,1.6287254095077515,-9999,-9999
-9999,1.3784312009811401,1.5189321041107178,1.7830172777175903,1.9531687498092651,1.9984182119369507,1.9659501314163208,1.8928678035736084,1.8173021078109741,1.7476052045822144,0,0,0,1.2911485433578491,0,0,1.0241388082504272,0,-9999,-9999
-9999,1.4988983869552612,1.6320449113845825,1.852862000465393,1.9722602367401123,1.9492838382720947,1.8608521223068237,1.7600979804992676,1.6870688199996948,0,0,0,0,1.103602409362793,0.9594118595123291,0.8383879661560059,0.7434505820274353,0.6560682654380798,0,0
-9999,-9999,1.7330180406570435,1.886421799659729,1.957803726196289,1.879153847694397,1.7384099960327148,1.6136562824249268,0,0,0,0,0,0,0,0,0,0,0,0
-9999,-9999,1.850757122039795,1.916895866394043,1.9300252199172974,1.7978276014328003,1.6090012788772583,1.4528067111968994,0,0,0,0,0,0,0,0,0,0,0,0
-9999,-9999,-9999,1.9219378232955933,1.9104199409484863,1.7563976049423218,1.5420029163360596,1.371911644935608,0,0,0,0,0,0,0,0,0,0,0,0

Step,97
Year,8.083302
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.21539749205112457,0.21115900576114655,-9999,-9999,0.18736107647418976,0.1753890961408615,-9999,-9999,-9999
