"<HEADER software/>"
EwEVersion,"6.7.0.19540 (compiled 04/04/1933)"
Date,"06/12/2026 10:50:48"
"<HEADER ecopath/>"
ModelName,"Anchovy Bay"
ModelSource,AnchovyBay.eiixml
"<HEADER ecosim/>"
EcosimScenario,"New Ecosim scenario"
TimeSeries,-
StartYear,2000
"<HEADER ecospace/>"
EcospaceScenario,BayOfAnchovies
MapRows,20
MapCols,20
MapCellLength,20
MapCellSize,0.17996463
MapTopLeftLat,0
MapTopLeftLon,0
NoActiveCells,313
EcoSpaceTimeStepLength,0.08333300219773374
CoordinateSystemWKT,"GEOGCS[WGS 84, DATUM[WGS_1984, SPHEROID[WGS 84,6378137,298.257223563, AUTHORITY[EPSG,7030]], AUTHORITY[EPSG,6326]], PRIMEM[Greenwich,0, AUTHORITY[EPSG,8901]], UNIT[degree,0.01745329251994328, AUTHORITY[EPSG,9122]], AUTHORITY[EPSG,4326]]"
ExternalDataConfigFile,AnchovyBay_extdata.xml
"<HEADER end/>"
Variable,EcospaceMapBiomass
Contaminant Concentrations,Phytoplankton

Step,61
Year,5.083313
-9999,19.535608291625977,19.330781936645508,19.181699752807617,18.897964477539062,18.596332550048828,18.30116844177246,18.01746368408203,17.774396896362305,17.584741592407227,17.46242904663086,17.397783279418945,17.393754959106445,17.466602325439453,17.60678482055664,17.803749084472656,18.071008682250977,18.307626724243164,18.403602600097656,-9999
-9999,19.61262321472168,19.414443969726562,19.143108367919922,18.757417678833008,18.386030197143555,18.043851852416992,17.752641677856445,17.536874771118164,17.400617599487305,17.331680297851562,17.298097610473633,17.29623031616211,17.33120346069336,17.4156494140625,17.541587829589844,17.75129508972168,17.939659118652344,18.0225887298584,-9999
-9999,19.642744064331055,19.414413452148438,19.040374755859375,18.58469009399414,18.169456481933594,17.810667037963867,17.532682418823242,17.355533599853516,17.262983322143555,17.221778869628906,17.20395278930664,17.198657989501953,17.215816497802734,17.265222549438477,17.35146141052246,17.483232498168945,17.604637145996094,17.684316635131836,-9999
-9999,19.562158584594727,19.264156341552734,18.827421188354492,18.34912109375,17.945077896118164,17.61773681640625,17.383272171020508,17.252161026000977,17.1939640045166,17.165904998779297,17.145977020263672,17.10798454284668,17.109617233276367,17.152694702148438,17.17984962463379,17.27597427368164,17.360366821289062,17.41996192932129,-9999
-9999,19.247419357299805,18.919816970825195,18.492998123168945,18.058929443359375,17.715778350830078,17.455949783325195,17.285167694091797,17.2059326171875,17.178585052490234,17.167152404785156,17.152301788330078,17.115694046020508,17.110027313232422,17.11341667175293,17.14495849609375,17.166839599609375,17.204822540283203,17.256492614746094,-9999
-9999,18.77521324157715,18.48895835876465,18.122743606567383,17.764875411987305,17.503021240234375,17.324668884277344,17.223369598388672,17.18862533569336,17.18427085876465,17.186277389526367,17.18512535095215,17.170482635498047,17.17588233947754,17.18683433532715,17.2000789642334,17.183897018432617,17.14529037475586,17.230941772460938,-9999
-9999,18.355634689331055,18.120101928710938,17.82152557373047,17.541778564453125,17.356016159057617,17.248186111450195,17.19961929321289,17.1890926361084,17.194408416748047,17.19855308532715,17.21152114868164,17.228334426879883,17.24769401550293,17.263622283935547,17.27236557006836,17.276905059814453,17.175992965698242,-9999,-9999
-9999,18.069194793701172,17.867412567138672,17.627334594726562,17.412111282348633,17.286184310913086,17.222816467285156,17.202377319335938,17.195829391479492,17.195947647094727,17.18604278564453,17.204160690307617,17.236774444580078,17.28256607055664,17.307231903076172,17.334747314453125,17.353435516357422,17.42915916442871,-9999,-9999
-9999,17.91375732421875,17.700939178466797,17.507110595703125,17.342254638671875,17.263771057128906,17.227941513061523,17.221750259399414,17.214900970458984,17.203899383544922,17.208696365356445,17.230894088745117,17.26616859436035,17.305837631225586,17.339096069335938,17.36958122253418,17.39362907409668,17.418787002563477,17.384227752685547,17.41205406188965
-9999,-9999,17.524377822875977,17.41475486755371,17.302200317382812,17.25335693359375,17.24403190612793,17.24559783935547,17.233266830444336,17.236345291137695,17.244192123413086,17.26427459716797,17.29012680053711,17.330530166625977,17.361373901367188,17.381515502929688,17.4055118560791,17.421276092529297,17.434524536132812,17.411216735839844
-9999,-9999,17.45684242248535,17.353883743286133,17.281511306762695,17.262693405151367,17.273679733276367,17.2864933013916,17.28368377685547,17.28611946105957,17.281259536743164,17.299781799316406,17.325172424316406,17.359516143798828,17.37976837158203,17.39373016357422,17.408756256103516,17.42169189453125,17.40043067932129,17.393590927124023
