"<HEADER software/>"
EwEVersion,"6.7.0.19540 (compiled 04/04/1933)"
Date,"06/12/2026 10:50:48"
"<HEADER ecopath/>"
ModelName,"Anchovy Bay"
ModelSource,AnchovyBay.eiixml
"<HEADER ecosim/>"
EcosimScenario,"New Ecosim scenario"
TimeSeries,-
StartYear,2000
"<HEADER ecospace/>"
EcospaceScenario,BayOfAnchovies
MapRows,20
MapCols,20
MapCellLength,20
MapCellSize,0.17996463
MapTopLeftLat,0
MapTopLeftLon,0
NoActiveCells,313
EcoSpaceTimeStepLength,0.08333300219773374
CoordinateSystemWKT,"GEOGCS[WGS 84, DATUM[WGS_1984, SPHEROID[WGS 84,6378137,298.257223563, AUTHORITY[EPSG,7030]], AUTHORITY[EPSG,6326]], PRIMEM[Greenwich,0, AUTHORITY[EPSG,8901]], UNIT[degree,0.01745329251994328, AUTHORITY[EPSG,9122]], AUTHORITY[EPSG,4326]]"
ExternalDataConfigFile,AnchovyBay_extdata.xml
"<HEADER end/>"
Variable,EcospaceMapCatch
Contaminant Concentrations,Whiting

Step,61
Year,5.083313
-9999,-9999,0.015613743104040623,0.020810481160879135,0.028547892346978188,0.04216475412249565,0.06197110563516617,0.09190120548009872,0.14695574343204498,0.23358497023582458,0.34317344427108765,0.3989572525024414,0.37822985649108887,0.276553213596344,0.17030498385429382,0.09880127012729645,0.06038945913314819,0.04727763310074806,0.03881876915693283,-9999
-9999,-9999,0.015468738041818142,0.020014984533190727,0.03145378828048706,0.051188159734010696,0.07997839897871017,0.12857016921043396,0.21607814729213715,0.353615403175354,0.5191713571548462,0.6200865507125854,0.6005092263221741,0.4678788483142853,0,0.1815188229084015,0.10935994982719421,0.07405836880207062,0.06142670661211014,-9999
-9999,-9999,0.016944879665970802,0.023665660992264748,0.04068927839398384,0.0695713460445404,0.11656487733125687,0.1912291795015335,0.30251505970954895,0.4556353688240051,0.6033470630645752,0.7025091052055359,0.699138879776001,0.5956004858016968,0.44243115186691284,0.29200881719589233,0.18833328783512115,0.1278955042362213,0.10651981085538864,-9999
-9999,0.013319235295057297,0.0199733916670084,0.03236065432429314,0.06164632365107536,0.11323295533657074,0.1891273558139801,0.2978317439556122,0.4252210557460785,0.5494855046272278,0.6392532587051392,0.6943502426147461,0.7048810124397278,0.6498114466667175,0.550773561000824,0,0.2904512882232666,0.2076473832130432,0.1760207563638687,-9999
-9999,0.017738284543156624,0.026086406782269478,0.05041293427348137,0.10186160355806351,0.1880190074443817,0.30691298842430115,0.44574832916259766,0.5644122362136841,0.6347981095314026,0.6590333580970764,0.6727707386016846,0.6751622557640076,0.6586249470710754,0.6080468893051147,0,0.40058666467666626,0.3088838458061218,0.2718304991722107,-9999
-9999,0.028720514848828316,0.04174532741308212,0.07991288602352142,0.15292926132678986,0.2677742540836334,0.41818293929100037,0.5658552646636963,0.6491532921791077,0.6681827902793884,0.6588656306266785,0.6516973972320557,0.6542040109634399,0.6505721807479858,0.6287258863449097,0.5805777907371521,0.4976699948310852,0.4165935516357422,0.3807697296142578,-9999
-9999,0.052526917308568954,0.07209020107984543,0.12808944284915924,0.21968889236450195,0.3431955575942993,0.48738157749176025,0.5997495055198669,0.6331723928451538,0.6169424057006836,0.5939896702766418,0.5886470079421997,0,0,0.6048198938369751,0,0.5470887422561646,0.49535468220710754,0.4695362448692322,-9999
-9999,0.09984175115823746,0.13156278431415558,0.21159739792346954,0.30958977341651917,0.417344331741333,0.5164346098899841,0.5696423649787903,0.5547937154769897,0.5116118788719177,0.4788169860839844,0.4676665961742401,0,0,0,0.4965003728866577,0.5025509595870972,0.4986543655395508,0.48718491196632385,-9999
-9999,0.17579063773155212,0.22001390159130096,0.3194701671600342,0.41342946887016296,0.4810175597667694,0.515469491481781,0.5059139132499695,0.4590832591056824,0.4052372872829437,0.36642491817474365,0.344687283039093,0,0,0,0.32965579628944397,0.36209046840667725,0.41762810945510864,0.4351027309894562,-9999
-9999,0.25197726488113403,0.2990977466106415,0.4009536802768707,0.47169825434684753,0.48827409744262695,0.46774160861968994,0.4232458770275116,0.36784908175468445,0.3200720250606537,0.2862800061702728,0.2574627101421356,0.23281772434711456,0.21137478947639465,0,0,0.2029939591884613,0.2580256164073944,-9999,-9999
