"<HEADER software/>"
EwEVersion,"6.7.0.19540 (compiled 04/04/1933)"
Date,"06/12/2026 10:50:48"
"<HEADER ecopath/>"
ModelName,"Anchovy Bay"
ModelSource,AnchovyBay.eiixml
"<HEADER ecosim/>"
EcosimScenario,"New Ecosim scenario"
TimeSeries,-
StartYear,2000
"<HEADER ecospace/>"
EcospaceScenario,BayOfAnchovies
MapRows,20
MapCols,20
MapCellLength,20
MapCellSize,0.17996463
MapTopLeftLat,0
MapTopLeftLon,0
NoActiveCells,313
EcoSpaceTimeStepLength,0.08333300219773374
CoordinateSystemWKT,"GEOGCS[WGS 84, DATUM[WGS_1984, SPHEROID[WGS 84,6378137,298.257223563, AUTHORITY[EPSG,7030]], AUTHORITY[EPSG,6326]], PRIMEM[Greenwich,0, AUTHORITY[EPSG,8901]], UNIT[degree,0.01745329251994328, AUTHORITY[EPSG,9122]], AUTHORITY[EPSG,4326]]"
ExternalDataConfigFile,AnchovyBay_extdata.xml
"<HEADER end/>"
Variable,EcospaceMapBiomass
Contaminant Concentrations,Cod

Step,61
Year,5.083313
-9999,-9999,-9999,4.7994890213012695,4.784199237823486,4.410924911499023,3.875742197036743,3.443202257156372,3.196901321411133,3.0143957138061523,2.8397610187530518,2.598522186279297,2.2437291145324707,1.857564926147461,1.5432500839233398,1.3615837097167969,1.1638444662094116,1.1626205444335938,1.1862536668777466,1.200089931488037

Step,85
Year,7.0833054
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.22583888471126556,0.2222704291343689,-9999,-9999,0.19784867763519287,0.18500667810440063,-9999,-9999,-9999
-9999,-9999,-9999,-9999,0.19707871973514557,0.21568116545677185,0.2506416440010071,0.2846102714538574,0.312195360660553,0.3328341245651245,0.3088952302932739,0.286386102437973,0.2878913879394531,0.29407086968421936,0.26638227701187134,0.22765307128429413,0.20450541377067566,0.19416533410549164,-9999,-9999
-9999,-9999,-9999,0.19445982575416565,0.20991669595241547,0.2358037382364273,0.2762505114078522,0.3212481439113617,0.3721752166748047,0.41840624809265137,0.45152175426483154,0.45648637413978577,0.4522111415863037,0.4186192452907562,0.3661019504070282,0.30489403009414673,0.25940483808517456,0.2367786318063736,-9999,-9999
-9999,-9999,-9999,0.20607659220695496,0.22829322516918182,0.2759656310081482,0.33979272842407227,0.41977494955062866,0.5221592783927917,0.6560983061790466,0.7877283096313477,0.856606125831604,0.8389574885368347,0.7279991507530212,0.5983614921569824,0.46782147884368896,0.3763071298599243,0.35369256138801575,-9999,-9999
-9999,-9999,0.19735850393772125,0.22047775983810425,0.26249030232429504,0.3330767750740051,0.42791637778282166,0.5573830604553223,0.7564038038253784,1.0175403356552124,1.2998676300048828,1.4526227712631226,1.4443589448928833,1.24767005443573,0.9804621338844299,0.7444149255752563,0.5823843479156494,0.5227556228637695,0.4996015429496765,-9999
